assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,2,204,None,None,3,106618,None,,0,0,0,0,68.1,257,79,None,,0,2,0.7,None,0,Paul,0.0,20,1,38.8,265,90,301,False,274.4,209,74,1254,,None,45,0,0,None,0,,106618.jpg,2.7,0,0,Dummett,0.2,False,None,a,14,4,45.0,277,98,40,0,0,0,0,0.0,8.9,Dummett,2
0,0,136,None,None,3,109528,None,,0,0,0,0,93.5,228,60,None,,0,2,0.0,None,0,Javier,0.0,15,0,22.2,297,100,302,False,109.8,292,105,822,,None,40,0,0,None,0,,109528.jpg,2.2,0,0,Manquillo,10.1,False,None,a,14,4,18.0,297,111,28,0,0,0,0,0.0,7.0,Manquillo,1
1,0,222,None,None,5,111773,None,,0,0,0,0,87.7,236,64,None,,0,2,0.7,None,0,Emil,0.0,27,1,41.6,257,84,303,False,240.4,223,80,1286,,None,45,0,0,None,0,,111773.jpg,2.8,0,0,Krafth,0.2,False,None,a,14,4,88.0,236,75,45,0,0,0,0,0.0,10.0,Krafth,4
3,7,252,None,None,3,114243,None,,0,0,0,0,280.8,120,77,3,,0,3,0.4,None,0,Jacob,0.0,33,2,93.2,141,78,304,False,363.4,175,72,1617,,None,50,0,0,None,0,,114243.jpg,2.7,0,0,Murphy,0.1,False,None,a,14,4,289.0,121,71,69,0,0,0,0,0.0,13.8,Murphy,3
0,1,160,None,None,2,119471,None,,0,0,0,0,9.0,314,113,2,,0,2,0.7,None,0,Fabian,0.0,21,1,37.6,270,93,305,False,251.0,221,78,1255,,None,45,0,0,None,0,,119471.jpg,1.7,1,0,Schär,0.3,False,None,a,14,4,116.0,211,61,30,0,0,0,0,0.0,6.7,Schär,4
0,0,211,None,None,4,153127,None,,0,0,0,0,117.7,201,124,None,,0,3,0.0,None,0,Isaac,0.0,33,0,55.3,219,104,306,False,278.0,205,88,1942,,None,45,0,0,None,0,,153127.jpg,1.7,0,0,Hayden,0.2,False,None,a,14,4,155.0,187,100,40,0,0,0,0,0.0,8.9,Hayden,8
5,5,278,None,None,7,170137,None,,0,0,0,0,394.2,79,10,None,,0,4,1.0,None,0,Allan,0.0,26,3,118.9,93,23,307,False,376.0,169,22,1554,,None,65,0,0,None,0,,170137.jpg,3.4,0,0,Saint-Maximin,3.9,False,None,a,14,4,418.0,80,31,85,0,0,0,0,0.0,13.1,Saint-Maximin,0
2,8,367,None,None,5,179018,5,,0,0,0,0,447.3,64,46,6,,0,3,0.8,None,0,Miguel,0.0,48,4,132.6,77,45,308,False,452.6,142,55,2426,,None,55,0,0,None,0,,179018.jpg,2.9,0,0,Almirón,0.6,False,None,a,14,4,425.0,79,46,97,0,0,0,0,0.0,17.6,Almirón,3
1,1,168,None,None,2,180135,4,,0,0,0,0,182.8,167,104,4,,0,3,0.0,None,0,Sean,0.0,26,0,50.8,235,113,309,False,179.2,253,113,1405,,None,45,0,0,None,0,,180135.jpg,1.9,0,0,Longstaff,0.3,False,None,a,14,4,148.0,194,105,41,0,0,0,0,0.0,9.1,S.Longstaff,2
2,5,258,None,None,3,180974,None,,0,0,0,0,250.1,136,22,None,,0,4,0.7,None,0,Joelinton Cássio,0.0,36,4,122.2,90,22,310,False,357.0,180,23,1979,,None,60,0,0,2,0,,180974.jpg,2.4,0,0,Apolinário de Lira,0.6,False,None,a,14,4,612.0,53,23,74,0,0,0,0,0.0,12.3,Joelinton,3
1,3,261,None,None,3,194799,None,,0,0,0,0,224.8,152,29,None,,0,2,0.7,None,0,Jamal,0.0,37,0,54.2,226,71,311,False,272.6,213,75,1833,,None,45,0,0,None,0,,194799.jpg,1.8,0,0,Lewis,0.3,False,None,a,14,4,47.0,276,97,44,0,0,0,0,0.0,9.8,Lewis,4
0,0,47,None,None,1,223175,None,,0,0,0,0,35.6,277,145,None,,0,3,0.0,None,0,Matthew,0.0,8,0,7.0,330,151,312,False,32.6,333,150,376,,None,45,0,0,None,0,,223175.jpg,2.0,0,0,Longstaff,0.1,False,None,a,14,4,2.0,316,154,10,0,0,0,0,0.0,2.2,M.Longstaff,0
0,0,0,None,None,0,18499,None,,0,0,0,0,0.0,328,11,None,,0,1,0.0,None,0,Michael,0.0,0,0,0.0,351,34,313,False,0.0,351,34,0,,None,40,0,0,None,0,,18499.jpg,0.0,0,0,McGovern,0.9,False,None,a,15,45,0.0,321,7,0,0,0,0,0,0.0,0.0,McGovern,0
0,0,0,None,None,0,20480,None,,0,0,0,0,0.0,347,22,None,,0,1,0.8,None,0,Tim,0.0,0,0,0.0,368,43,314,False,0.0,368,43,0,,None,45,0,0,None,0,,20480.jpg,0.0,0,0,Krul,2.1,False,None,a,15,45,0.0,341,18,0,0,0,0,0,0.0,0.0,Krul,0
0,0,0,None,None,0,57127,None,,0,0,0,0,0.0,447,56,None,,0,4,0.7,None,0,Teemu,0.0,0,0,0.0,448,56,315,False,0.0,448,56,0,,None,60,0,0,1,0,,57127.jpg,0.0,0,0,Pukki,10.9,False,None,a,15,45,0.0,446,56,0,0,0,0,0,0.0,0.0,Pukki,0
0,0,0,None,None,0,71738,None,,0,0,0,0,0.0,409,168,None,,0,3,0.4,None,0,Marco,0.0,0,0,0.0,414,168,316,False,0.0,414,168,0,,None,50,0,0,None,0,,71738.jpg,0.0,0,0,Stiepermann,0.1,False,None,a,15,45,0.0,405,168,0,0,0,0,0,0.0,0.0,Stiepermann,0
0,0,0,None,None,0,76306,None,,0,0,0,0,0.0,360,156,None,,0,3,0.0,None,0,Lukas,0.0,0,0,0.0,373,156,317,False,0.0,373,156,0,,None,45,0,0,None,0,,76306.jpg,0.0,0,0,Rupp,0.2,False,None,a,15,45,0.0,354,156,0,0,0,0,0,0.0,0.0,Rupp,0
0,0,0,None,None,0,78607,3,,0,0,0,0,0.0,410,169,None,,0,3,0.4,None,0,Kenny,0.0,0,0,0.0,415,169,318,False,0.0,415,169,0,,None,50,0,0,None,0,,78607.jpg,0.0,0,0,McLean,0.1,False,None,a,15,45,0.0,406,169,0,0,0,0,0,0.0,0.0,McLean,0
0,0,0,None,None,0,83428,None,,0,0,0,0,0.0,361,132,None,,0,2,0.7,None,0,Grant,0.0,0,0,0.0,374,132,319,False,0.0,374,132,0,,None,45,0,0,None,0,,83428.jpg,0.0,0,0,Hanley,0.4,False,None,a,15,45,0.0,355,130,0,0,0,0,0,0.0,0.0,Hanley,0
0,0,0,None,None,0,89470,None,,0,0,0,0,0.0,414,172,None,,0,3,0.4,None,0,Onel,0.0,0,0,0.0,418,172,320,False,0.0,418,172,0,,None,50,0,0,None,0,,89470.jpg,0.0,0,0,Hernández,0.1,False,None,a,15,45,0.0,409,172,0,0,0,0,0,0.0,0.0,Hernández,0
0,0,0,None,None,0,113564,None,,0,0,0,0,0.0,366,136,None,,0,2,0.7,None,0,Sam,0.0,0,0,0.0,378,136,321,False,0.0,378,136,0,,None,45,0,0,None,0,,113564.jpg,0.0,0,0,Byram,0.2,False,None,a,15,45,0.0,360,134,0,0,0,0,0,0.0,0.0,Byram,0
0,0,0,None,None,0,167522,None,,0,0,0,0,0.0,433,51,None,,0,4,0.5,None,0,Jordan,0.0,0,0,0.0,434,51,322,False,0.0,434,51,0,,None,55,0,0,2,0,,167522.jpg,0.0,0,0,Hugill,0.1,False,None,a,15,45,0.0,432,51,0,0,0,0,0,0.0,0.0,Hugill,0
0,0,0,None,None,0,171270,1,,0,0,0,0,0.0,434,182,1,,0,3,0.8,None,0,Kieran,0.0,0,0,0.0,435,182,323,False,0.0,435,182,0,,None,55,0,0,None,0,,171270.jpg,0.0,0,0,Dowell,0.2,False,None,a,15,45,0.0,433,182,0,0,0,0,0,0.0,0.0,Dowell,0
0,0,0,None,None,0,192303,None,,0,0,0,0,0.0,376,141,None,,0,2,0.7,None,0,Christoph,0.0,0,0,0.0,387,141,324,False,0.0,387,141,0,,None,45,0,0,None,0,,192303.jpg,0.0,0,0,Zimmermann,0.2,False,None,a,15,45,0.0,372,140,0,0,0,0,0,0.0,0.0,Zimmermann,0
0,0,0,None,None,0,193111,None,,0,0,0,0,0.0,437,185,None,,0,3,0.8,None,0,Todd,0.0,0,0,0.0,438,185,325,False,0.0,438,185,0,,None,55,0,0,None,0,,193111.jpg,0.0,0,0,Cantwell,3.2,False,None,a,15,45,0.0,436,185,0,0,0,0,0,0.0,0.0,Cantwell,0
0,0,0,None,None,0,232980,None,,0,0,0,0,0.0,390,150,None,,0,2,0.7,None,0,Max,0.0,0,0,0.0,399,150,326,False,0.0,399,150,0,,None,45,0,0,None,0,,232980.jpg,0.0,0,0,Aarons,3.7,False,None,a,15,45,0.0,386,149,0,0,0,0,0,0.0,0.0,Aarons,0
0,0,0,None,None,0,235546,None,,0,0,0,0,0.0,392,152,None,,0,2,0.7,None,0,Jacob,0.0,0,0,0.0,401,152,327,False,0.0,401,152,0,,None,45,0,0,None,0,,235546.jpg,0.0,0,0,Sørensen,0.2,False,None,a,15,45,0.0,388,151,0,0,0,0,0,0.0,0.0,Sørensen,0
0,0,0,None,None,0,428626,2,,0,0,0,0,0.0,424,177,None,,0,3,0.4,None,0,Przemyslaw,0.0,0,0,0.0,426,177,328,False,0.0,426,177,0,,None,50,0,0,None,0,,428626.jpg,0.0,0,0,Placheta,0.1,False,None,a,15,45,0.0,421,177,0,0,0,0,0,0.0,0.0,Placheta,0
0,0,0,None,None,0,432735,None,,0,0,0,0,0.0,425,48,None,,0,4,0.2,None,0,Adam,0.0,0,0,0.0,427,48,329,False,0.0,427,48,0,,None,50,0,0,None,0,,432735.jpg,0.0,0,0,Idah,0.7,False,None,a,15,45,0.0,422,48,0,0,0,0,0,0.0,0.0,Idah,0
0,0,0,None,None,0,439485,None,,0,0,0,0,0.0,426,178,None,,0,3,0.4,None,0,Josh,0.0,0,0,0.0,428,178,330,False,0.0,428,178,0,,None,50,0,0,None,0,,439485.jpg,0.0,0,0,Martin,0.1,False,None,a,15,45,0.0,424,178,0,0,0,0,0,0.0,0.0,Martin,0
0,0,0,None,None,0,466404,None,,0,0,0,0,0.0,345,127,None,,0,2,0.0,None,0,Andrew,0.0,0,0,0.0,366,127,331,False,0.0,366,127,0,,None,40,0,0,None,0,,466404.jpg,0.0,0,0,Omobamidele,2.2,False,None,a,15,45,0.0,339,125,0,0,0,0,0,0.0,0.0,Omobamidele,0
0,0,0,None,None,0,107265,None,,0,0,0,0,0.0,335,15,None,,0,1,0.0,None,0,Angus,0.0,0,0,0.0,357,38,448,False,0.0,357,38,0,,None,40,0,0,None,0,,107265.jpg,0.0,0,0,Gunn,0.5,False,None,a,15,45,0.0,328,11,0,0,0,0,0,0.0,0.0,Gunn,0
0,0,0,None,None,0,212723,None,,0,0,0,0,0.0,440,187,None,,0,3,0.8,None,0,Milot,0.0,0,0,0.0,441,187,449,False,0.0,441,187,0,,None,55,0,0,None,0,,212723.jpg,0.0,0,0,Rashica,0.3,False,None,a,15,45,0.0,439,187,0,0,0,0,0,0.0,0.0,Rashica,0
4,2,185,None,None,5,20467,None,,0,0,0,0,248.0,138,88,None,,0,3,2.1,None,0,Theo,0.0,28,3,88.0,152,86,332,False,269.8,215,93,1629,,None,60,0,0,None,0,,20467.jpg,3.5,0,0,Walcott,0.2,False,None,a,16,20,366.0,93,55,76,0,0,0,0,0.0,12.7,Walcott,0
0,0,147,None,None,2,40383,None,,0,0,0,0,0.0,351,25,None,,0,1,1.8,None,0,Fraser,0.0,11,0,19.1,304,21,333,False,191.0,244,21,720,,None,45,0,0,None,1,,40383.jpg,3.8,0,20,Forster,0.8,False,None,a,16,20,0.0,345,21,30,0,0,0,0,0.0,6.7,Forster,0
0,8,527,None,None,7,58376,None,,0,0,0,0,0.0,355,27,None,,0,1,1.8,None,0,Alex,0.0,57,0,74.0,187,10,334,False,741.2,35,10,2700,,None,45,0,0,None,0,,58376.jpg,3.1,0,93,McCarthy,2.3,False,None,a,16,20,0.0,349,23,94,0,0,0,0,0.0,20.9,McCarthy,2
1,4,264,None,None,6,78056,None,,0,0,0,0,229.1,151,97,None,,0,3,1.0,None,0,Oriol,0.0,25,1,67.6,202,96,335,False,349.2,184,77,1762,,None,45,0,0,None,0,,78056.jpg,2.5,0,0,Romeu Vidal,1.0,False,None,a,16,20,98.0,228,120,52,0,0,0,0,0.0,11.6,Romeu,6
3,3,243,None,None,1,83283,None,,0,0,0,0,400.4,76,51,3,,0,3,2.1,None,0,Nathan,0.0,39,2,117.1,96,55,336,False,297.0,197,83,1727,,None,60,0,0,None,0,,83283.jpg,2.3,0,0,Redmond,0.2,False,None,a,16,20,477.0,67,38,67,0,0,0,0,0.0,11.2,Redmond,1
4,21,464,None,None,6,84939,None,,0,0,0,0,300.7,114,19,None,,0,4,2.5,None,0,Danny,0.0,40,12,178.4,43,14,337,False,634.6,57,7,2172,,None,80,0,0,1,0,,84939.jpg,4.5,0,0,Ings,3.3,False,None,a,16,20,866.0,31,15,131,0,0,0,0,0.0,16.4,Ings,1
0,6,288,None,None,4,88900,None,,0,0,0,0,85.6,238,65,None,,0,2,1.7,None,0,Jack,0.0,39,0,54.2,225,70,338,False,351.0,182,67,1537,,None,45,0,0,None,0,,88900.jpg,2.3,0,0,Stephens,0.2,False,None,a,16,20,104.0,223,68,41,0,0,0,0,0.0,9.1,Stephens,2
7,4,455,None,None,8,91047,None,,0,0,0,0,496.7,53,38,None,,0,3,2.1,None,0,Stuart,0.0,56,4,149.4,66,39,339,False,541.2,93,34,2764,,None,60,0,0,None,0,,91047.jpg,3.5,0,0,Armstrong,0.4,False,None,a,16,20,457.0,70,41,115,0,0,0,0,0.0,19.2,Armstrong,3
1,4,494,None,None,6,93100,None,,0,0,0,0,102.1,215,56,None,,0,2,2.2,None,0,Jannik,0.0,47,3,106.7,114,23,340,False,671.8,52,16,2574,,None,50,0,0,None,0,,93100.jpg,2.9,1,0,Vestergaard,0.7,False,None,a,16,20,294.0,119,16,86,0,0,0,0,0.0,17.2,Vestergaard,3
7,17,772,None,None,9,101178,1,,0,0,0,0,971.2,11,8,1,,0,3,2.2,None,0,James,0.0,68,8,226.5,20,12,341,False,940.0,7,4,3420,,None,65,0,1,2,0,,101178.jpg,4.1,0,0,Ward-Prowse,8.0,False,None,a,16,20,355.0,96,57,156,0,0,0,0,0.0,24.0,Ward-Prowse,5
3,7,498,None,None,9,158534,None,,0,0,0,0,262.2,133,27,None,,0,2,2.2,None,0,Kyle,0.0,41,0,107.5,113,22,342,False,497.6,118,43,2646,,None,50,0,0,None,0,,158534.jpg,3.1,0,0,Walker-Peters,1.1,False,None,a,16,20,316.0,107,13,93,0,0,0,0,0.0,18.6,Walker-Peters,4
1,11,584,None,None,9,171771,None,,0,0,0,0,75.0,252,76,None,,0,2,1.7,None,0,Jan,0.0,62,1,93.1,142,34,343,False,692.0,48,13,3100,,None,45,1,0,None,0,,171771.jpg,2.6,1,0,Bednarek,1.5,False,None,a,16,20,164.0,179,44,94,0,0,0,0,0.0,20.9,Bednarek,5
0,0,32,None,None,0,200088,None,,0,0,0,0,12.2,303,41,None,,0,4,1.0,None,0,Daniel,0.0,1,0,3.1,341,41,344,False,3.2,348,43,102,,None,45,0,0,None,0,,200088.jpg,1.0,0,0,N'Lundulu,1.9,False,None,a,16,20,16.0,302,42,13,0,0,0,0,0.0,2.9,Nlundulu,0
7,16,443,None,None,7,200439,None,,0,0,0,0,488.6,56,5,None,,0,4,2.1,None,0,Che,0.0,51,9,203.4,31,10,345,False,581.8,74,10,2662,,None,70,0,0,None,0,,200439.jpg,3.8,0,0,Adams,1.6,False,None,a,16,20,964.0,21,13,137,0,0,0,0,0.0,19.6,Adams,1
2,2,76,None,None,2,203389,None,,0,0,0,0,86.0,237,137,None,,0,3,1.4,None,0,Nathan,0.0,11,1,38.2,267,122,346,False,94.6,304,134,735,,None,50,0,0,None,0,,203389.jpg,2.0,0,0,Tella,0.1,False,None,a,16,20,203.0,156,87,36,0,0,0,0,0.0,7.2,Tella,2
0,0,17,0,None,0,214466,None,,0,0,0,0,7.4,318,154,None,,0,3,0.0,None,0,William,0.0,5,0,3.3,340,155,347,False,16.8,340,154,171,Knee injury - Expected back 18 Jul,2021-06-22T11:30:10.599194Z,45,0,0,None,0,,214466.jpg,1.7,0,0,Smallbone,0.0,False,None,i,16,20,9.0,308,151,5,0,0,0,0,0.0,1.1,Smallbone,0
0,0,12,None,None,0,220598,None,,0,0,0,0,10.8,307,42,None,,0,4,1.0,None,0,Michael,0.0,2,0,2.0,345,43,348,False,5.6,346,41,57,,None,45,0,0,None,0,,220598.jpg,1.0,0,0,Obafemi,3.5,False,None,a,16,20,4.0,314,43,4,0,0,0,0,0.0,0.9,Obafemi,0
0,0,132,None,None,3,240143,None,,0,0,0,0,143.2,184,113,None,,0,3,1.0,None,0,Ibrahima,0.0,22,0,32.9,280,131,349,False,120.4,283,126,1010,,None,45,0,0,None,0,,240143.jpg,1.4,0,0,Diallo,0.1,False,None,a,16,20,66.0,260,137,31,0,0,0,0,0.0,6.9,Diallo,3
2,0,140,None,None,3,431131,None,,0,0,0,0,97.7,221,132,None,,0,3,1.8,None,0,Moussa,0.0,27,1,44.1,251,119,350,False,178.0,255,114,1229,,None,55,0,0,None,0,,431131.jpg,1.7,0,0,Djenepo,0.1,False,None,a,16,20,170.0,174,95,46,0,0,0,0,0.0,8.4,Djenepo,5
0,0,119,None,None,0,450527,None,,0,0,0,0,29.9,284,98,None,,0,2,1.7,None,0,Mohammed,0.0,19,0,25.4,291,97,351,False,188.2,247,87,841,,None,45,0,0,None,0,,450527.jpg,1.2,0,0,Salisu,0.2,False,None,a,16,20,34.0,284,102,14,0,0,0,0,0.0,3.1,Salisu,1
0,0,0,None,None,0,15749,None,,0,0,0,0,0.0,346,21,None,,0,1,1.3,None,0,Joe,0.0,0,0,0.0,367,42,352,False,0.0,367,42,0,,None,45,0,0,None,0,,15749.jpg,0.0,0,0,Hart,0.3,False,None,a,17,6,0.0,340,17,0,0,0,0,0,0.0,0.0,Hart,0
0,13,702,None,None,12,37915,None,,0,0,0,0,0.0,427,44,None,,0,1,2.8,None,0,Hugo,0.0,45,0,86.7,158,4,353,False,868.0,9,3,3420,,None,55,0,0,None,0,,37915.jpg,3.9,0,114,Lloris,5.2,False,None,a,17,6,0.0,425,42,149,0,0,0,0,0.0,27.1,Lloris,0
0,2,214,None,None,5,45268,None,,0,0,0,0,94.5,227,133,None,,0,3,0.5,None,0,Moussa,0.0,22,0,34.6,276,129,354,False,182.2,251,112,1576,,None,45,0,0,None,0,,45268.jpg,1.8,0,0,Sissoko,1.2,False,None,a,17,6,69.0,257,135,44,0,0,0,0,0.0,9.8,Sissoko,3
0,4,469,None,None,10,55605,None,,0,0,0,0,106.5,212,53,None,,0,2,1.7,None,0,Toby,0.0,25,1,84.6,164,40,355,False,559.8,84,30,2240,,None,50,1,0,None,0,,55605.jpg,3.5,0,0,Alderweireld,0.5,False,None,a,17,6,178.0,170,42,88,0,0,0,0,0.0,17.6,Alderweireld,2
1,0,96,None,None,1,62974,3,,0,0,0,0,137.1,187,116,5,,0,3,1.6,None,0,Erik,0.0,17,1,48.4,238,115,356,False,115.2,287,129,700,,None,60,0,0,None,0,,62974.jpg,1.2,1,0,Lamela,0.2,False,None,a,17,6,236.0,140,81,28,0,0,0,0,0.0,4.7,Lamela,4
14,40,880,None,None,12,78830,None,,0,0,0,0,659.1,32,1,1,,0,4,3.5,None,0,Harry,0.0,39,23,355.9,3,1,357,False,1318.2,1,1,3083,,None,125,0,0,1,0,,78830.jpg,6.9,0,0,Kane,24.9,False,None,a,17,6,1585.0,3,2,242,0,0,0,0,0.0,19.4,Kane,1
3,4,370,None,None,6,80226,None,,0,0,0,0,267.6,129,26,None,,0,2,1.7,None,0,Serge,0.0,22,2,87.4,154,37,358,False,412.2,155,57,1605,,None,50,0,0,None,0,,80226.jpg,4.2,0,0,Aurier,0.4,False,None,a,17,6,194.0,163,37,80,0,0,0,0,0.0,16.0,Aurier,0
11,26,777,None,None,13,85971,1,,0,0,0,0,1049.9,8,5,4,,0,3,2.8,None,0,Heung-Min,0.0,36,17,315.2,5,4,359,False,1052.2,5,3,3119,,None,100,0,0,2,0,,85971.jpg,6.2,0,0,Son,11.2,False,None,a,17,6,1046.0,16,6,228,0,0,0,0,0.0,22.8,Son,0
2,4,222,None,None,4,87835,None,,0,0,0,0,182.4,168,36,None,,0,2,1.7,None,0,Matt,0.0,15,0,52.0,234,74,360,False,257.2,217,77,1238,,None,50,0,0,None,0,,87835.jpg,2.8,1,0,Doherty,0.4,False,None,a,17,6,79.0,251,81,47,0,0,0,0,0.0,9.4,Doherty,2
0,2,463,None,None,8,93264,None,,0,0,0,0,82.2,242,69,3,,0,2,1.2,None,0,Eric,0.0,34,0,77.4,179,53,361,False,577.0,78,27,2520,,None,45,0,0,None,0,,93264.jpg,2.8,0,0,Dier,0.9,False,None,a,17,6,114.0,214,64,77,0,0,0,0,0.0,17.1,Dier,3
5,5,238,None,None,4,95715,5,,0,0,0,0,258.4,135,87,None,,0,3,1.7,None,0,Lucas,0.0,18,3,87.7,153,87,362,False,322.4,192,81,1397,,None,65,0,0,None,0,,95715.jpg,2.7,0,0,Rodrigues Moura da Silva,0.3,False,None,a,17,6,298.0,116,69,80,0,0,0,0,0.0,12.3,Lucas Moura,1
2,0,101,None,None,3,108823,None,,0,0,0,0,132.1,194,120,None,,0,3,1.7,None,0,Bamidele,0.0,9,0,39.9,262,121,363,False,103.4,296,132,613,,None,65,0,0,4,0,,108823.jpg,2.0,0,0,Alli,0.5,False,None,a,17,6,165.0,178,97,30,0,0,0,0,0.0,4.6,Dele,0
2,1,253,None,None,4,115556,None,,0,0,0,0,136.8,188,43,None,,0,2,1.2,None,0,Ben,0.0,16,0,43.4,252,81,364,False,232.8,226,82,1340,,None,45,0,0,None,0,,115556.jpg,2.6,0,0,Davies,0.3,False,None,a,17,6,65.0,263,86,52,0,0,0,0,0.0,11.6,Davies,1
4,6,578,None,None,12,132015,None,,0,0,0,0,308.7,109,71,None,,0,3,0.9,None,0,Pierre-Emile,0.0,45,2,118.4,94,54,365,False,728.8,37,14,3420,,None,50,0,0,None,0,,132015.jpg,2.8,0,0,Højbjerg,2.4,False,None,a,17,6,146.0,195,106,107,0,0,0,0,0.0,21.4,Højbjerg,9
0,0,124,None,None,1,157668,None,,0,0,0,0,77.6,247,139,None,,0,3,0.5,None,0,Harry,0.0,16,0,22.8,295,140,366,False,128.2,281,124,856,,None,45,0,0,None,0,,157668.jpg,1.3,0,0,Winks,1.1,False,None,a,17,6,24.0,294,145,19,0,0,0,0,0.0,4.2,Winks,5
0,3,256,None,None,4,173904,None,,0,0,0,0,20.0,293,104,None,,0,2,1.2,None,0,Davinson,0.0,22,0,45.5,245,78,367,False,319.2,194,71,1486,,None,45,1,0,None,0,,173904.jpg,2.4,0,0,Sánchez,0.4,False,None,a,17,6,114.0,215,65,43,0,0,0,0,0.0,9.6,Sánchez,1
0,0,0,None,None,0,184349,None,,0,0,0,0,0.0,374,139,None,,0,2,1.2,None,0,Ryan,0.0,0,0,0.0,385,139,368,False,0.0,385,139,0,,None,45,0,0,None,0,,184349.jpg,0.0,0,0,Sessegnon,0.2,False,None,a,17,6,0.0,370,138,0,0,0,0,0,0.0,0.0,Sessegnon,0
4,2,129,None,None,5,194252,6,,0,0,0,0,190.9,163,102,None,,0,3,1.6,None,0,Steven,0.0,15,1,52.8,230,110,369,False,161.4,266,118,1202,,None,60,0,0,None,0,,194252.jpg,2.6,0,0,Bergwijn,0.2,False,None,a,17,6,180.0,169,91,55,0,0,0,0,0.0,9.2,Bergwijn,3
6,4,413,None,None,8,199249,None,,0,0,0,0,309.4,107,22,None,,0,2,1.7,None,0,Sergio,0.0,31,0,92.5,143,35,370,False,361.2,178,66,2244,,None,50,1,0,None,0,,199249.jpg,3.3,0,0,Reguilón,1.9,False,None,a,17,6,253.0,135,20,89,0,0,0,0,0.0,17.8,Reguilón,5
0,0,81,0,None,2,199584,None,,0,0,0,0,29.5,288,101,None,,0,2,0.0,None,0,Japhet,0.0,8,0,13.8,316,112,371,False,68.8,316,114,487,Ankle injury - Unknown return date,2021-06-22T11:30:10.616221Z,45,0,0,None,0,,199584.jpg,2.3,0,0,Tanganga,0.0,False,None,i,17,6,40.0,281,100,14,0,0,0,0,0.0,3.1,Tanganga,2
1,0,149,None,None,5,200826,4,,0,0,0,0,222.8,153,98,6,,0,3,1.6,None,0,Giovani,0.0,10,1,54.3,224,107,372,False,169.2,260,116,939,,None,60,0,0,None,0,,200826.jpg,1.9,0,0,Lo Celso,0.2,False,None,a,17,6,155.0,188,101,35,0,0,0,0,0.0,5.8,Lo Celso,5
0,0,0,None,None,0,209042,None,,0,0,0,0,0.0,382,159,None,,0,3,0.5,None,0,Oliver,0.0,0,0,0.0,392,159,373,False,0.0,392,159,0,,None,45,0,0,None,0,,209042.jpg,0.0,0,0,Skipp,0.2,False,None,a,17,6,0.0,378,159,0,0,0,0,0,0.0,0.0,Skipp,0
0,3,169,None,None,2,214225,None,,0,0,0,0,3.6,322,117,None,,0,2,1.2,None,0,Joe,0.0,12,0,17.7,308,108,374,False,166.2,264,96,732,,None,45,0,0,None,0,,214225.jpg,2.2,0,0,Rodon,0.3,False,None,a,17,6,6.0,312,116,27,0,0,0,0,0.0,6.0,Rodon,0
3,7,407,None,None,12,231372,None,,0,0,0,0,270.8,125,82,None,,0,3,1.6,None,0,Tanguy,0.0,24,3,96.2,136,76,375,False,408.0,157,63,2086,,None,60,0,0,None,0,,231372.jpg,3.0,0,0,Ndombele,0.4,False,None,a,17,6,281.0,127,77,99,0,0,0,0,0.0,16.5,Ndombele,3
0,0,0,None,None,0,9089,None,,0,0,0,0,0.0,327,10,None,,0,1,0.5,None,0,Ben,0.0,0,0,0.0,350,33,376,False,0.0,350,33,0,,None,40,0,0,None,0,,9089.jpg,0.0,0,0,Foster,25.6,False,None,a,18,57,0.0,320,6,0,0,0,0,0,0.0,0.0,Foster,0
0,0,0,None,None,0,38290,None,,0,0,0,0,0.0,349,128,None,,0,2,1.2,None,0,Danny,0.0,0,0,0.0,369,128,377,False,0.0,369,128,0,,None,45,0,0,None,0,,38290.jpg,0.0,0,0,Rose,1.7,False,None,a,18,57,0.0,343,126,0,0,0,0,0,0.0,0.0,Rose,0
0,0,0,None,None,0,40387,None,,0,0,0,0,0.0,406,166,None,,0,3,0.9,None,0,Dan,0.0,0,0,0.0,412,166,378,False,0.0,412,166,0,,None,50,0,0,None,0,,40387.jpg,0.0,0,0,Gosling,0.1,False,None,a,18,57,0.0,402,166,0,0,0,0,0,0.0,0.0,Gosling,0
0,0,0,None,None,0,41338,None,,0,0,0,0,0.0,353,129,None,,0,2,1.2,None,0,Craig,0.0,0,0,0.0,370,129,379,False,0.0,370,129,0,,None,45,0,0,None,0,,41338.jpg,0.0,0,0,Cathcart,0.3,False,None,a,18,57,0.0,347,127,0,0,0,0,0,0.0,0.0,Cathcart,0
