assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
3,2,239,None,None,6,209046,5,,0,0,0,0,471.5,59,42,None,,0,3,2.3,None,0,Callum,0.0,5,2,109.9,108,63,140,False,291.8,200,84,1050,,None,55,0,0,None,0,,209046.jpg,2.6,0,0,Hudson-Odoi,0.2,False,None,a,6,8,336.0,102,59,59,0,0,0,0,0.0,10.7,Hudson-Odoi,0
6,3,268,None,None,8,219847,None,,0,0,0,0,307.7,111,72,3,,0,3,3.3,None,0,Kai,0.0,15,4,114.2,103,59,141,False,325.0,190,80,1512,,None,85,0,0,None,0,,219847.jpg,3.4,0,0,Havertz,13.3,False,None,a,6,8,514.0,60,34,91,0,0,0,0,0.0,10.7,Havertz,2
3,15,572,None,None,9,225796,2,,0,0,0,0,697.3,25,6,4,,0,2,3.0,None,0,Reece,0.0,29,1,162.8,55,6,142,False,527.4,101,35,2367,,None,55,0,0,None,0,,225796.jpg,3.5,0,0,James,11.8,False,None,a,6,8,399.0,86,5,112,0,0,0,0,0.0,20.4,James,3
0,8,613,None,None,16,228286,None,,0,0,0,0,0.0,448,45,None,,0,1,4.5,None,0,Edouard,0.0,25,0,47.2,241,16,143,False,470.2,135,16,2745,,None,60,0,0,None,1,,228286.jpg,4.5,0,57,Mendy,9.2,False,None,a,6,8,0.0,448,45,140,0,0,0,0,0.0,23.3,Mendy,2
2,3,322,None,None,5,232787,None,,0,0,0,0,320.1,105,68,None,,0,3,2.3,None,0,Conor,0.0,48,2,103.2,122,69,144,False,437.2,148,58,2530,,None,55,0,0,None,0,,232787.jpg,2.4,0,0,Gallagher,0.1,False,None,a,6,8,276.0,130,79,71,0,0,0,0,0.0,12.9,Gallagher,11
0,0,38,None,None,1,243568,None,,0,0,0,0,50.9,269,143,None,,0,3,1.5,None,0,Billy,0.0,2,0,9.5,325,147,145,False,36.0,331,148,259,,None,45,0,0,None,0,,243568.jpg,1.6,0,0,Gilmour,1.6,False,None,a,6,8,8.0,309,152,8,0,0,0,0,0.0,1.8,Gilmour,0
0,15,639,None,None,8,40836,None,,0,0,0,0,0.0,352,26,None,,0,1,1.3,None,0,Vicente,0.0,64,0,82.2,166,5,146,False,819.4,14,5,3330,,None,45,0,0,None,1,,40836.jpg,3.4,0,107,Guaita,6.7,False,None,a,7,31,0.0,346,22,124,0,0,0,0,0.0,27.6,Guaita,2
0,2,97,None,None,2,49413,None,,0,0,0,0,11.4,305,111,None,,0,2,1.2,None,0,James,0.0,12,0,14.1,313,110,147,False,101.2,299,109,551,,None,45,0,0,None,0,,49413.jpg,2.2,0,0,Tomkins,0.2,False,None,a,7,31,29.0,288,105,18,0,0,0,0,0.0,4.0,Tomkins,1
2,3,228,None,None,4,50471,None,,0,0,0,0,202.2,157,100,None,,0,3,0.5,None,0,James,0.0,26,0,55.2,220,105,148,False,285.2,203,87,1465,,None,45,0,0,None,0,,50471.jpg,2.5,0,0,McArthur,0.2,False,None,a,7,31,65.0,262,138,45,0,0,0,0,0.0,10.0,McArthur,3
2,14,338,None,None,5,54861,None,,0,0,0,0,236.5,145,25,None,,0,4,1.5,None,0,Christian,0.0,34,10,177.7,44,15,149,False,512.6,110,16,1808,,None,65,0,0,None,0,,54861.jpg,3.5,1,0,Benteke,1.3,False,None,a,7,31,1030.0,18,12,106,0,0,0,0,0.0,16.3,Benteke,1
0,2,438,None,None,8,55037,None,,0,0,0,0,103.0,213,54,None,,0,2,1.2,None,0,Cheikhou,0.0,56,1,81.3,168,43,150,False,574.8,80,28,3121,,None,45,0,0,None,0,,55037.jpg,2.3,0,0,Kouyaté,0.4,False,None,a,7,31,134.0,200,54,82,0,0,0,0,0.0,18.2,Kouyaté,4
0,0,3,None,None,0,58786,None,,0,0,0,0,0.0,331,121,None,,0,2,0.5,None,0,Martin,0.0,0,0,0.2,349,119,151,False,2.2,349,119,1,,None,40,0,0,None,0,,58786.jpg,1.0,0,0,Kelly,1.7,False,None,a,7,31,0.0,324,118,1,0,0,0,0,0.0,0.2,Kelly,0
1,3,332,None,None,7,66975,3,,0,0,0,0,329.6,100,64,1,,0,3,1.3,None,0,Luka,0.0,47,1,88.4,149,83,152,False,410.8,156,62,2357,,None,55,0,1,1,0,,66975.jpg,2.0,1,0,Milivojevic,0.2,False,None,a,7,31,143.0,197,107,63,0,0,0,0,0.0,11.5,Milivojevic,8
4,2,216,None,None,6,80146,None,,0,0,0,0,238.6,144,24,None,,0,4,1.2,None,0,Jordan,0.0,42,1,96.6,134,27,153,False,278.6,204,26,2086,,None,60,0,0,4,0,,80146.jpg,2.1,0,0,Ayew,0.5,False,None,a,7,31,451.0,72,29,70,0,0,0,0,0.0,11.7,Ayew,4
4,11,362,None,None,6,82403,None,,0,0,0,0,428.5,67,48,None,,0,3,1.9,None,0,Wilfried,0.0,52,11,200.4,34,22,154,False,572.6,81,28,2612,,None,70,0,0,3,0,,82403.jpg,4.5,0,0,Zaha,7.0,False,None,a,7,31,1003.0,19,7,136,0,0,0,0,0.0,19.4,Zaha,6
3,3,194,None,None,5,86417,None,,0,0,0,0,242.1,141,90,None,,0,3,1.3,None,0,Jeffrey,0.0,26,2,88.2,150,84,155,False,336.6,187,78,1415,,None,55,0,0,None,0,,86417.jpg,2.4,0,0,Schlupp,0.1,False,None,a,7,31,304.0,111,64,65,0,0,0,0,0.0,11.8,Schlupp,3
0,0,14,None,None,0,105666,None,,0,0,0,0,0.0,363,31,None,,0,1,1.3,None,0,Jack,0.0,2,0,1.7,347,31,156,False,16.6,342,30,90,,None,45,0,0,None,0,,105666.jpg,2.0,0,3,Butland,0.4,False,None,a,7,31,0.0,357,27,2,0,0,0,0,0.0,0.4,Butland,0
0,4,249,None,None,4,173954,None,,0,0,0,0,160.4,177,108,None,,0,3,0.9,None,0,Jairo,0.0,39,2,52.4,232,111,157,False,274.0,211,91,1810,,None,50,0,0,None,0,,173954.jpg,1.9,0,0,Riedewald,0.1,False,None,a,7,31,88.0,237,124,64,0,0,0,0,0.0,12.8,Riedewald,4
0,0,0,None,None,0,185478,None,,0,0,0,0,0.0,375,140,None,,0,2,1.2,None,0,Jarosław,0.0,0,0,0.0,386,140,158,False,0.0,386,140,0,,None,45,0,0,None,0,,185478.jpg,0.0,0,0,Jach,0.1,False,None,a,7,31,0.0,371,139,0,0,0,0,0,0.0,0.0,Jach,0
0,2,45,None,None,0,231747,None,,0,0,0,0,16.2,300,40,None,,0,4,1.0,None,0,Jean-Philippe,0.0,4,1,14.0,315,39,159,False,46.6,325,39,215,,None,55,0,0,None,0,,231747.jpg,2.1,0,0,Mateta,0.1,False,None,a,7,31,80.0,249,39,15,0,0,0,0,0.0,2.7,Mateta,0
8,17,470,0,None,6,232413,1,,0,0,0,0,653.1,33,24,3,,0,3,0.0,None,0,Eberechi,0.0,51,4,155.4,61,35,160,False,516.2,107,41,2555,Achilles injury - Unknown return date,2021-06-22T11:30:10.551607Z,60,0,0,None,0,,232413.jpg,3.7,0,0,Eze,0.2,False,None,i,7,31,383.0,90,52,125,0,0,0,0,0.0,20.8,Eze,3
0,0,0,0,None,0,232423,None,,0,0,0,0,0.0,389,149,None,,0,2,0.0,None,0,Nathan,0.0,0,0,0.0,398,149,161,False,0.0,398,149,0,Achilles injury - Expected back 27 Nov,2021-06-22T11:30:10.567164Z,45,0,0,None,0,,232423.jpg,0.0,0,0,Ferguson,0.0,False,None,i,7,31,0.0,385,148,0,0,0,0,0,0.0,0.0,Ferguson,0
2,5,287,None,None,4,244723,None,,0,0,0,0,76.8,249,74,None,,0,2,1.2,None,0,Tyrick,0.0,32,1,52.5,231,73,162,False,387.6,164,61,1710,,None,45,0,0,None,0,,244723.jpg,3.1,0,0,Mitchell,1.9,False,None,a,7,31,60.0,268,91,58,0,0,0,0,0.0,12.9,Mitchell,1
0,0,48,None,None,0,41823,None,,0,0,0,0,29.8,285,148,None,,0,3,1.0,None,0,Fabian,0.0,6,0,6.8,332,152,163,False,37.0,330,147,260,,None,45,0,0,None,0,,41823.jpg,1.0,0,0,Delph,0.1,False,None,a,8,11,1.0,319,155,8,0,0,0,0,0.0,1.8,Delph,1
5,13,443,None,None,10,55422,2,,0,0,0,0,644.2,35,26,1,,0,3,2.4,None,0,Gylfi,0.0,29,6,168.8,49,29,164,False,530.6,98,36,2244,,None,70,0,1,1,0,,55422.jpg,3.4,0,0,Sigurdsson,4.8,False,None,a,8,11,510.0,62,35,122,0,0,0,0,0.0,17.4,Sigurdsson,2
3,4,371,None,None,8,59949,None,,0,0,0,0,268.2,128,25,None,,0,2,2.2,None,0,Seamus,0.0,19,0,78.0,176,50,165,False,322.6,191,70,1607,,None,50,0,0,None,0,,59949.jpg,3.2,0,0,Coleman,0.5,False,None,a,8,11,189.0,166,39,81,0,0,0,0,0.0,16.2,Coleman,0
5,11,432,None,None,5,60025,1,,0,0,0,0,585.6,40,28,2,,0,3,2.4,None,0,James,0.0,27,6,148.7,67,40,166,False,499.2,117,43,1763,,None,70,0,0,None,0,,60025.jpg,4.4,0,0,Rodríguez,5.4,False,None,a,8,11,399.0,87,50,101,0,0,0,0,0.0,14.4,James,4
0,1,75,None,None,2,100649,None,,0,0,0,0,142.7,185,114,None,,0,3,1.8,None,0,Bernard,0.0,7,1,32.7,281,132,167,False,104.8,294,131,447,,None,55,0,0,None,0,,100649.jpg,1.8,0,0,Anício Caldeira Duarte,0.1,False,None,a,8,11,80.0,248,130,21,0,0,0,0,0.0,3.8,Bernard,2
9,18,590,None,None,9,101188,3,,0,0,0,0,704.2,24,5,3,,0,2,2.5,None,0,Lucas,0.0,42,0,143.5,73,11,168,False,592.6,68,24,2681,,None,55,0,0,None,0,,101188.jpg,4.0,1,0,Digne,25.5,False,None,a,8,11,136.0,199,53,120,0,0,0,0,0.0,21.8,Digne,2
1,13,649,None,None,11,106611,None,,0,0,0,0,87.8,235,63,None,,0,2,2.2,None,0,Michael,0.0,43,3,114.5,102,18,169,False,814.0,17,2,2989,,None,50,0,0,None,0,,106611.jpg,3.6,0,0,Keane,2.4,False,None,a,8,11,243.0,138,23,127,0,0,0,0,0.0,25.4,Keane,4
0,8,570,None,None,10,111234,None,,0,0,0,0,10.1,309,4,None,,0,1,2.5,None,0,Jordan,0.0,39,0,70.9,193,11,170,False,698.4,43,12,2742,,None,50,0,0,None,0,,111234.jpg,3.7,0,89,Pickford,3.6,False,None,a,8,11,0.0,412,39,114,0,0,0,0,0.0,22.8,Pickford,1
0,0,290,None,None,7,119765,None,,0,0,0,0,233.3,149,96,None,,0,3,1.0,None,0,Allan,0.0,30,0,64.4,208,99,171,False,366.6,174,71,2050,,None,45,0,0,None,0,,119765.jpg,2.0,0,0,Marques Loureiro,1.4,False,None,a,8,11,42.0,279,140,47,0,0,0,0,0.0,10.4,Allan,6
1,0,224,None,None,5,120250,4,,0,0,0,0,244.5,139,89,None,,0,3,1.4,None,0,André Filipe,0.0,22,0,53.0,229,109,172,False,189.0,246,110,1559,,None,50,0,0,None,0,,120250.jpg,1.7,0,0,Tavares Gomes,0.1,False,None,a,8,11,103.0,224,118,48,0,0,0,0,0.0,9.6,André Gomes,3
3,2,421,None,None,9,121599,None,,0,0,0,0,319.4,106,69,None,,0,3,1.8,None,0,Abdoulaye,0.0,36,2,102.1,125,71,173,False,433.8,150,60,2443,,None,55,0,0,None,0,,121599.jpg,2.8,0,0,Doucouré,0.3,False,None,a,8,11,267.0,132,80,80,0,0,0,0,0.0,14.5,Doucouré,6
3,1,256,None,None,5,153133,None,,0,0,0,0,263.1,131,84,None,,0,3,2.1,None,0,Alex,0.0,21,1,76.0,182,91,174,False,262.6,216,94,1530,,None,60,0,0,None,0,,153133.jpg,2.2,0,0,Iwobi,0.2,False,None,a,8,11,233.0,143,83,65,0,0,0,0,0.0,10.8,Iwobi,0
0,7,399,None,None,6,164511,None,,0,0,0,0,23.5,292,103,None,,0,2,2.2,None,0,Yerry,0.0,22,2,72.3,192,58,175,False,496.2,119,44,1936,,None,50,0,0,None,0,,164511.jpg,3.3,0,0,Mina,0.4,False,None,a,8,11,200.0,160,35,79,0,0,0,0,0.0,15.8,Mina,2
1,1,209,None,None,5,173807,None,,0,0,0,0,112.0,207,126,None,,0,3,1.4,None,0,Tom,0.0,23,0,34.7,275,128,176,False,205.6,236,104,1417,,None,50,0,0,None,0,,173807.jpg,1.9,0,0,Davies,0.1,False,None,a,8,11,30.0,287,143,47,0,0,0,0,0.0,9.4,Davies,3
6,21,528,None,None,11,177815,None,,0,0,0,0,308.0,110,17,None,,0,4,2.5,None,0,Dominic,0.0,39,16,249.0,16,5,177,False,745.8,33,5,2871,,None,80,0,0,None,0,,177815.jpg,5.0,0,0,Calvert-Lewin,28.1,False,None,a,8,11,1439.0,6,4,165,0,0,0,0,0.0,20.6,Calvert-Lewin,3
0,4,426,None,None,9,194164,None,,0,0,0,0,126.0,198,47,None,,0,2,1.7,None,0,Mason,0.0,32,1,64.1,210,66,178,False,432.2,152,55,2286,,None,45,0,0,None,0,,194164.jpg,2.9,0,0,Holgate,1.2,False,None,a,8,11,80.0,247,80,80,0,0,0,0,0.0,17.8,Holgate,9
2,7,537,None,None,11,198826,None,,0,0,0,0,84.3,240,67,None,,0,2,2.2,None,0,Ben,0.0,35,0,84.8,162,38,179,False,610.4,60,20,2683,,None,50,1,0,None,0,,198826.jpg,3.2,0,0,Godfrey,1.6,False,None,a,8,11,152.0,193,51,100,0,0,0,0,0.0,20.0,Godfrey,4
6,18,415,None,None,11,212319,None,,0,0,0,0,359.7,90,13,None,,0,4,2.3,None,0,Richarlison,0.0,38,7,208.3,29,8,180,False,576.4,79,11,2862,,None,75,0,0,2,0,,212319.jpg,3.6,1,0,de Andrade,4.6,False,None,a,8,11,1147.0,12,8,123,0,0,0,0,0.0,16.4,Richarlison,4
0,0,10,None,None,0,222627,None,,0,0,0,0,0.0,341,17,None,,0,1,1.0,None,0,João,0.0,0,0,2.5,343,29,181,False,25.0,337,28,47,,None,40,0,0,None,0,,222627.jpg,2.0,0,3,Virgínia,2.4,False,None,a,8,11,0.0,335,13,2,0,0,0,0,0.0,0.5,Virgínia,0
0,6,631,None,None,11,17745,None,,0,0,0,0,0.0,402,37,None,,0,1,3.0,None,0,Kasper,0.0,50,0,76.9,180,7,200,False,769.0,26,7,3420,,None,50,1,0,None,0,,17745.jpg,3.4,0,88,Schmeichel,8.7,False,None,a,9,13,0.0,398,34,128,0,0,0,0,0.0,25.6,Schmeichel,0
2,12,536,None,None,10,37642,None,,0,0,0,0,129.0,195,46,None,,0,2,3.0,None,0,Jonny,0.0,31,2,77.9,177,51,201,False,532.4,97,34,2473,,None,55,1,0,None,0,,37642.jpg,3.9,0,0,Evans,2.2,False,None,a,9,13,115.0,213,63,109,0,0,0,0,0.0,19.8,Evans,7
7,3,325,None,None,4,51938,3,,0,0,0,0,544.2,45,33,None,,0,3,2.3,None,0,Marc,0.0,22,1,123.9,88,51,202,False,412.6,154,61,1735,,None,55,0,0,None,0,,51938.jpg,2.5,0,0,Albrighton,0.2,False,None,a,9,13,282.0,125,75,78,0,0,0,0,0.0,14.2,Albrighton,2
1,0,234,None,None,4,86881,None,,0,0,0,0,118.7,200,123,None,,0,3,1.5,None,0,Nampalys,0.0,25,0,29.6,285,134,203,False,153.0,272,119,1452,,None,45,0,0,None,0,,86881.jpg,1.8,0,0,Mendy,0.3,False,None,a,9,13,23.0,295,146,41,0,0,0,0,0.0,9.1,Mendy,5
0,0,0,None,None,0,95463,None,,0,0,0,0,0.0,334,14,None,,0,1,1.5,None,0,Danny,0.0,0,0,0.0,356,37,204,False,0.0,356,37,0,,None,40,0,0,None,0,,95463.jpg,0.0,0,0,Ward,4.2,False,None,a,9,13,0.0,327,10,0,0,0,0,0,0.0,0.0,Ward,0
14,23,649,None,None,8,101668,None,,0,0,0,0,356.6,92,14,None,,0,4,3.8,None,0,Jamie,0.0,44,15,248.3,17,6,205,False,819.2,15,3,2838,,None,105,0,1,1,0,,101668.jpg,5.5,0,0,Vardy,7.3,False,None,a,9,13,1306.0,9,6,187,0,0,0,0,0.0,17.8,Vardy,1
2,1,129,None,None,3,106837,None,,0,0,0,0,132.1,193,119,None,,0,3,1.9,None,0,Dennis,0.0,11,1,36.9,273,126,206,False,119.2,284,127,714,,None,50,0,0,None,0,,106837.jpg,2.5,0,0,Praet,0.1,False,None,a,9,13,120.0,209,111,37,0,0,0,0,0.0,7.4,Praet,0
1,0,152,None,None,2,111931,None,,0,0,0,0,162.4,175,40,None,,0,2,3.0,None,0,Ricardo Domingos,0.0,19,0,48.9,236,75,207,False,183.4,250,89,954,,None,55,0,0,None,0,,111931.jpg,1.8,0,0,Barbosa Pereira,2.2,False,None,a,9,13,144.0,196,52,27,0,0,0,0,0.0,4.9,Pereira,3
0,2,121,None,None,0,155569,None,,0,0,0,0,10.9,306,112,None,,0,2,1.5,None,0,Daniel,0.0,12,1,22.7,296,99,208,False,155.0,270,100,718,,None,40,0,0,None,0,,155569.jpg,1.7,0,0,Amartey,3.4,False,None,a,9,13,61.0,267,90,19,0,0,0,0,0.0,4.8,Amartey,3
4,7,479,None,None,6,166477,None,,0,0,0,0,350.2,96,21,None,,0,2,3.0,None,0,Timothy,0.0,37,2,101.7,127,27,209,False,486.6,127,48,2345,,None,55,0,0,None,0,,166477.jpg,3.5,0,0,Castagne,4.7,False,None,a,9,13,181.0,168,41,94,0,0,0,0,0.0,17.1,Castagne,1
4,11,633,None,None,11,166989,1,,0,0,0,0,788.2,19,15,2,,0,3,2.7,None,0,Youri,0.0,50,6,209.1,27,18,210,False,840.4,13,6,3356,,None,65,0,0,3,0,,166989.jpg,3.5,0,0,Tielemans,3.6,False,None,a,9,13,462.0,69,40,133,0,0,0,0,0.0,20.5,Tielemans,6
1,2,149,None,None,5,168580,4,,0,0,0,0,323.6,102,66,4,,0,3,2.6,None,0,Ayoze,0.0,21,2,106.1,116,66,211,False,255.6,219,96,1322,,None,60,0,0,2,0,,168580.jpg,2.3,0,0,Pérez,0.2,False,None,a,9,13,482.0,65,36,58,0,0,0,0,0.0,9.7,Pérez,2
7,12,473,None,None,10,172780,2,,0,0,0,0,770.3,20,16,1,,0,3,2.9,None,0,James,0.0,28,8,202.5,33,21,212,False,588.4,71,25,2093,,None,70,0,0,4,0,,172780.jpg,4.3,0,0,Maddison,13.2,False,None,a,9,13,668.0,48,27,133,0,0,0,0,0.0,19.0,Maddison,4
2,18,424,None,None,5,173515,None,,0,0,0,0,413.9,71,8,None,,0,4,2.8,None,0,Kelechi,0.0,23,12,176.5,45,16,213,False,540.2,94,13,1452,,None,75,0,1,5,0,,173515.jpg,4.4,0,0,Iheanacho,19.9,False,None,a,9,13,814.0,33,17,110,0,0,0,0,0.0,14.7,Iheanacho,1
0,0,59,None,None,2,197469,None,,0,0,0,0,13.5,301,151,None,,0,3,1.5,None,0,Hamza,0.0,2,0,7.6,329,150,214,False,34.0,332,149,311,,None,45,0,0,None,0,,197469.jpg,1.4,0,0,Choudhury,0.1,False,None,a,9,13,29.0,289,144,14,0,0,0,0,0.0,3.1,Choudhury,1
5,13,348,None,None,7,201666,None,,0,0,0,0,359.0,91,60,None,,0,3,2.9,None,0,Harvey,0.0,25,9,172.7,47,28,215,False,556.4,87,31,1944,,None,70,0,0,None,0,,201666.jpg,5.0,0,0,Barnes,9.6,False,None,a,9,13,810.0,35,18,126,0,0,0,0,0.0,18.0,Barnes,0
4,11,430,None,None,7,203341,None,,0,0,0,0,234.5,147,94,None,,0,3,1.9,None,0,Wilfred,0.0,31,1,86.2,161,90,216,False,549.2,89,32,2175,,None,50,0,0,None,0,,203341.jpg,3.0,0,0,Ndidi,0.7,False,None,a,9,13,78.0,253,132,79,0,0,0,0,0.0,15.8,Ndidi,6
0,3,360,None,None,5,218031,None,,0,0,0,0,114.4,204,50,None,,0,2,2.7,None,0,Çaglar,0.0,30,1,67.7,201,62,217,False,403.6,158,58,1816,,None,50,0,0,None,0,,218031.jpg,2.6,0,0,Söyüncü,1.6,False,None,a,9,13,157.0,184,48,59,0,0,0,0,0.0,11.8,Söyüncü,2
2,13,447,0,None,9,220627,None,,0,0,0,0,290.7,118,24,None,,0,2,0.0,None,0,James,0.0,25,2,96.0,137,32,218,False,472.2,134,50,2070,Knee injury - Unknown return date,2021-06-22T11:30:10.582426Z,50,0,0,None,0,,220627.jpg,4.4,0,0,Justin,0.8,False,None,i,9,13,195.0,162,36,101,0,0,0,0,0.0,20.2,Justin,4
0,0,132,None,None,1,244619,None,,0,0,0,0,111.7,209,51,None,,0,2,2.2,None,0,Luke,0.0,18,1,38.1,268,92,219,False,169.0,261,94,968,,None,45,0,0,None,0,,244619.jpg,1.9,0,0,Thomas,0.5,False,None,a,9,13,101.0,226,69,26,0,0,0,0,0.0,5.8,Thomas,2
1,5,464,None,None,7,444463,None,,0,0,0,0,107.8,210,52,None,,0,2,2.2,None,0,Wesley,0.0,30,0,73.4,189,57,220,False,502.0,114,42,2260,,None,45,0,0,None,0,,444463.jpg,2.5,0,0,Fofana,27.5,False,None,a,9,13,121.0,208,60,71,0,0,0,0,0.0,15.8,Fofana,7
3,0,103,None,None,1,28690,None,,0,0,0,0,97.9,220,131,None,,0,3,1.3,None,0,Pablo,0.0,6,0,33.4,279,130,182,False,84.0,306,136,414,,None,55,0,0,None,0,,28690.jpg,1.8,0,0,Hernández Domínguez,0.2,False,None,a,10,2,153.0,192,104,28,0,0,0,0,0.0,5.1,Hernández,1
0,2,58,None,None,1,39790,None,,0,0,0,0,0.0,350,24,None,,0,1,1.3,None,0,Francisco,0.0,2,0,6.8,331,24,183,False,68.0,317,24,270,,None,45,0,0,None,0,,39790.jpg,4.7,0,8,Casilla Cortés,0.4,False,None,a,10,2,0.0,344,20,14,0,0,0,0,0.0,3.1,Casilla,0
0,2,454,None,None,6,55914,None,,0,0,0,0,17.7,298,107,None,,0,2,1.2,None,0,Liam,0.0,41,1,89.8,147,36,184,False,620.4,58,19,2186,,None,45,0,0,None,0,,55914.jpg,2.4,1,0,Cooper,0.4,False,None,a,10,2,259.0,134,19,59,0,0,0,0,0.0,13.1,Cooper,4
0,2,665,None,None,12,66588,None,,0,0,0,0,421.4,69,13,None,,0,2,1.2,None,0,Luke,0.0,54,0,161.6,56,7,185,False,843.2,12,1,3399,,None,45,0,0,None,0,,66588.jpg,2.6,0,0,Ayling,10.3,False,None,a,10,2,350.0,97,8,100,0,0,0,0,0.0,22.2,Ayling,7
5,3,407,None,None,8,72222,5,,0,0,0,0,661.4,31,23,None,,0,3,1.3,None,0,Mateusz,0.0,44,4,145.7,71,43,186,False,464.6,137,52,2386,,None,55,0,0,2,0,,72222.jpg,2.8,0,0,Klich,0.6,False,None,a,10,2,333.0,104,61,99,0,0,0,0,0.0,18.0,Klich,6
4,16,341,None,None,3,80954,None,,0,0,0,0,409.7,75,9,5,,0,4,1.5,None,0,Rodrigo,0.0,21,7,142.4,74,20,187,False,398.4,162,21,1279,,None,65,0,0,None,0,,80954.jpg,3.4,0,0,Moreno,2.0,False,None,a,10,2,617.0,52,22,89,0,0,0,0,0.0,13.7,Rodrigo,3
3,15,726,None,None,12,87873,1,,0,0,0,0,454.6,63,45,None,,0,3,1.3,None,0,Stuart,0.0,53,8,174.2,46,27,188,False,756.8,30,12,3410,,None,55,0,0,None,0,,87873.jpg,4.5,0,0,Dallas,17.9,False,None,a,10,2,527.0,59,33,171,0,0,0,0,0.0,31.1,Dallas,7
11,26,631,None,None,10,106617,None,,0,0,0,0,371.0,87,11,None,,0,4,2.0,None,0,Patrick,0.0,50,17,274.6,10,4,189,False,867.2,10,2,3052,,None,80,0,0,1,0,,106617.jpg,5.1,0,0,Bamford,16.0,False,None,a,10,2,1512.0,5,3,194,0,0,0,0,0.0,24.2,Bamford,3
0,3,255,None,None,4,149915,None,,0,0,0,0,51.0,267,87,None,,0,2,1.2,None,0,Diego,0.0,12,1,46.0,244,77,190,False,293.0,199,73,1203,,None,45,0,0,None,0,,149915.jpg,3.3,0,0,Llorente,0.6,False,None,a,10,2,115.0,212,62,50,0,0,0,0,0.0,11.1,Llorente,1
2,2,396,None,None,9,155405,4,,0,0,0,0,539.3,46,34,2,,0,3,0.9,None,0,Kalvin,0.0,34,1,115.8,98,57,191,False,535.4,96,35,2428,,None,50,0,0,None,0,,155405.jpg,2.3,0,0,Phillips,1.9,False,None,a,10,2,82.0,245,128,67,0,0,0,0,0.0,13.4,Phillips,10
4,2,162,None,None,3,165808,None,,0,0,0,0,134.3,190,117,None,,0,3,1.3,None,0,Hélder Wander,0.0,23,3,64.7,206,97,192,False,224.2,231,99,1150,,None,55,1,0,None,0,,165808.jpg,2.9,0,0,Sousa de Azevedo e Costa,0.2,False,None,a,10,2,289.0,123,73,63,0,0,0,0,0.0,11.5,Costa,0
2,0,169,None,None,4,173821,None,,0,0,0,0,239.0,143,92,None,,0,3,0.9,None,0,Tyler,0.0,19,1,72.5,191,94,193,False,189.4,245,109,1330,,None,50,0,0,None,0,,173821.jpg,1.8,0,0,Roberts,0.2,False,None,a,10,2,296.0,118,70,49,0,0,0,0,0.0,9.8,Roberts,3
0,2,220,None,None,4,193645,None,,0,0,0,0,52.2,266,86,None,,0,2,1.2,None,0,Robin,0.0,21,0,41.4,258,85,194,False,230.2,227,83,1130,,None,45,0,0,None,0,,193645.jpg,2.2,0,0,Koch,0.3,False,None,a,10,2,131.0,203,57,38,0,0,0,0,0.0,8.4,Koch,1
0,0,43,None,None,0,215460,None,,0,0,0,0,71.5,256,140,None,,0,3,0.5,None,0,Ian Carlo,0.0,5,0,21.8,298,141,195,False,55.0,322,143,344,,None,45,0,0,None,0,,215460.jpg,1.0,0,0,Poveda-Ocampo,0.1,False,None,a,10,2,91.0,234,123,14,0,0,0,0,0.0,3.1,Poveda,0
10,11,489,None,None,9,219961,3,,0,0,0,0,889.3,13,9,1,,0,3,1.7,None,0,Raphael,0.0,34,6,251.3,15,10,196,False,719.6,39,15,2358,,None,65,0,0,None,0,,219961.jpg,4.4,0,0,Dias Belloli,28.4,False,None,a,10,2,902.0,28,14,133,0,0,0,0,0.0,20.5,Raphinha,3
0,0,72,None,None,1,221610,None,,0,0,0,0,45.7,273,144,None,,0,3,0.5,None,0,Jamie,0.0,11,0,11.4,319,145,197,False,52.0,323,144,454,,None,45,0,0,None,0,,221610.jpg,1.3,0,0,Shackleton,0.1,False,None,a,10,2,18.0,298,147,17,0,0,0,0,0.0,3.8,Shackleton,0
0,2,402,None,None,7,222694,None,,0,0,0,0,66.3,259,81,None,,0,2,1.2,None,0,Pascal,0.0,32,1,80.1,169,44,198,False,513.0,109,38,2072,,None,45,0,0,None,0,,222694.jpg,2.6,0,0,Struijk,0.8,False,None,a,10,2,222.0,147,28,71,0,0,0,0,0.0,15.8,Struijk,3
